"origin","destination","storing","cause","date","dur_hours","dur_minutes"
"Breda","Tilburg","Treinstoring Tilburg-Breda/Tilburg Univers.","wisselstoring",NA,"10","39"
"Rotterdam Centraal","Utrecht Centraal","Treinstoring Gouda-Rotterdam C.","herstelwerkzaamheden",NA,"0","9"
"Arnhem","Utrecht Centraal","Treinstoring Utrecht C.-Alphen a/d Rijn/Ede-Wageningen/Gouda/Rhenen","defecte trein",NA,"1","12"
"Den Haag Centraal","Utrecht Centraal","Treinstoring Utrecht C.-Alphen a/d Rijn/Ede-Wageningen/Gouda/Rhenen","defecte trein",NA,"1","12"
"Leiden Centraal","Utrecht Centraal","Treinstoring Utrecht C.-Alphen a/d Rijn/Ede-Wageningen/Gouda/Rhenen","defecte trein",NA,"1","12"
"Rhenen","Utrecht Centraal","Treinstoring Utrecht C.-Alphen a/d Rijn/Ede-Wageningen/Gouda/Rhenen","defecte trein",NA,"1","12"
"Rotterdam Centraal","Utrecht Centraal","Treinstoring Utrecht C.-Alphen a/d Rijn/Ede-Wageningen/Gouda/Rhenen","defecte trein",NA,"1","12"
NA,NA,"Treinstoring Gouda-Rotterdam na 22.00 uur","Herstelwerkzaamheen",NA,"7","23"
"Eindhoven","Roermond","Treinstoring Eindhoven-Roermond/Weert","gestrande trein",NA,"0","58"
"'s-Hertogenbosch","Eindhoven","Treinstoring Eindhoven-'s-Hertogenbosch/Tilburg","wisselstoring",2014-09-30 20:36:00,"2","25"
"Eindhoven","Tilburg","Treinstoring Eindhoven-'s-Hertogenbosch/Tilburg","wisselstoring",2014-09-30 20:36:00,"2","25"
"HSLBreda","Rotterdam Centraal","Treinstoring Amsterdam C.-Breda","gestrande trein",2014-09-30 14:41:00,"2","13"
"HSLRotterdam Centraal","Schiphol Airport","Treinstoring Amsterdam C.-Breda","gestrande trein",2014-09-30 14:41:00,"2","13"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Amsterdam C.-Breda","gestrande trein",2014-09-30 14:41:00,"2","13"
"Rotterdam Centraal","Utrecht Centraal","Treinstoring Gouda-Rotterdam C.","gestrande trein",2014-09-30 06:45:00,"0","39"
"Apeldoorn","Deventer","Treinstoring Apeldoorn-Deventer","seinstoring",2014-09-29 22:35:00,"3","12"
"Dordrecht","Roosendaal","Treinstoring Roosendaal-Dordrecht","aanrijding met een persoon",2014-09-29 20:52:00,"1","48"
"Arnhem","Winterswijk","Treinstoring Arnhem-Winterswijk  (sein- en overwegstoring)",NA,2014-09-29 15:43:00,"3","9"
"Den Haag HS","Rotterdam Centraal","Treinstoring Den Haag HS-Delft","beperkingen op last van de brandweer",2014-09-29 12:52:00,"1","11"
"Hoek van Holland Strand","Rotterdam Centraal","Treinstoring Rotterdam C.-Hoek v H. Strand","herstelwerkzaamheden",2014-09-29 07:25:00,"0","44"
"Groningen","Leeuwarden","Treinstoring Groningen-Leeuwarden","wisselstoring",2014-09-29 06:33:00,"0","54"
"Roosendaal","Vlissingen","Treinstoring Roosendaal-Vlissingen","defecte spoorbrug",2014-09-28 19:06:00,"1","0"
"Groningen","Leeuwarden","Treinstoring Leeuwarden-Groningen  (sein- en wisselstoring)",NA,2014-09-28 09:15:00,"1","46"
"Eindhoven","Venlo","Treinstoring Helmond-Venlo","aanrijding met een persoon",2014-09-27 21:11:00,"1","51"
"Groningen","Roodeschool","Treinstoring Roodeschool-Groningen","wisselstoring",2014-09-27 13:24:00,"1","52"
"Leeuwarden","Zwolle","Treinstoring Leeuwarden-Zwolle","aanrijding met een persoon",2014-09-26 22:30:00,"1","51"
"Alkmaar","Amsterdam Centraal","Treinstoring Alkmaar-Haarlem/Zaandam","aanrijding met een persoon",2014-09-25 13:45:00,"0","37"
"Rotterdam Centraal","Utrecht Centraal","Treinstoring Rotterdam C.-Gouda","defecte trein",2014-09-25 12:43:00,"0","23"
"Arnhem","Zutphen","Treinstoring Arnhem-Zutphen","seinstoring",2014-09-25 10:00:00,"1","8"
"Berlin Ostbahnhof","Hengelo","Treinstoring Hengelo-Bad Bentheim/Oldenzaal  (sein- en overwegstoring)",NA,2014-09-24 23:22:00,"1","49"
"Hengelo","Oldenzaal","Treinstoring Hengelo-Bad Bentheim/Oldenzaal  (sein- en overwegstoring)",NA,2014-09-24 23:22:00,"1","49"
"Roermond","Sittard","Treinstoring Roermond-Sittard","inzet van hulpdiensten",2014-09-24 20:27:00,"1","32"
"HSLBreda","Rotterdam Centraal","Treinstoring Rotterdam C.-Breda","defecte bovenleiding",2014-09-24 19:10:00,"7","40"
"'s-Hertogenbosch","Eindhoven","Treinstoring Eindhoven","eerdere verstoring",2014-09-24 16:56:00,"0","54"
"Eindhoven","Roermond","Treinstoring Eindhoven","eerdere verstoring",2014-09-24 16:56:00,"0","54"
"Eindhoven","Tilburg","Treinstoring Eindhoven","eerdere verstoring",2014-09-24 16:56:00,"0","54"
"Eindhoven","Venlo","Treinstoring Eindhoven","eerdere verstoring",2014-09-24 16:56:00,"0","54"
"HSLBreda","Rotterdam Centraal","Treinstoring Breda-Rotterdam C.","defecte bovenleiding",2014-09-24 16:33:00,"1","33"
"Breda","Roosendaal","Treinstoring Roosendaal-Breda  (sein- en overwegstoring)",NA,2014-09-24 15:56:00,"2","56"
"Apeldoorn","Deventer","Treinstoring Apeldoorn-Deventer","overwegstoring",2014-09-24 13:12:00,"0","45"
"'s-Hertogenbosch","Nijmegen","Treinstoring 's-Hertogenbosch-Oss","aanrijding met een persoon",2014-09-24 11:43:00,"1","57"
"Hoek van Holland Strand","Rotterdam Centraal","Treinstoring Hoek v H. Strand-Rotterdam C.","gladde sporen",2014-09-24 10:25:00,"3","23"
"HSLBreda","Rotterdam Centraal","Treinstoring Rotterdam C.-Breda","defecte bovenleiding",2014-09-24 10:15:00,"3","40"
"Den Haag Centraal","Den Haag HS","Treinstoring Dordrecht-Den Haag C.","eerdere verstoring",2014-09-23 18:57:00,"1","1"
"Den Haag HS","Rotterdam Centraal","Treinstoring Dordrecht-Den Haag C.","eerdere verstoring",2014-09-23 18:57:00,"1","1"
"Dordrecht","Rotterdam Centraal","Treinstoring Dordrecht-Den Haag C.","eerdere verstoring",2014-09-23 18:57:00,"1","1"
"Den Haag HS","Rotterdam Centraal","Treinstoring Den Haag HS-Rotterdam C.","defecte trein",2014-09-23 16:58:00,"0","12"
"Den Haag Centraal","Utrecht Centraal","Treinstoring Utrecht C.-Den Haag C.","defecte bovenleiding",2014-09-23 16:29:00,"4","12"
"Lelystad Centrum","Zwolle","Treinstoring Zwolle-Lelystad C.","defecte trein",2014-09-23 14:17:00,"2","13"
"Apeldoorn","Deventer","Treinstoring Apeldoorn-Deventer","wisselstoring",2014-09-23 13:39:00,"1","15"
"Eindhoven","Venlo","Treinstoring Venlo","beperkingen op last van de brandweer",2014-09-23 12:12:00,"0","59"
"Hamm (Westf.)","Venlo","Treinstoring Venlo","beperkingen op last van de brandweer",2014-09-23 12:12:00,"0","59"
"Nijmegen","Venlo","Treinstoring Venlo","beperkingen op last van de brandweer",2014-09-23 12:12:00,"0","59"
"Roermond","Venlo","Treinstoring Venlo","beperkingen op last van de brandweer",2014-09-23 12:12:00,"0","59"
"Amersfoort","Schiphol Airport","Treinstoring Schiphol-Hilversum/Utrecht C.","defecte trein",2014-09-23 11:45:00,"0","8"
"Schiphol Airport","Utrecht Centraal","Treinstoring Schiphol-Hilversum/Utrecht C.","defecte trein",2014-09-23 11:45:00,"0","8"
"Arnhem","Winterswijk","Treinstoring Arnhem-Winterswijk","seinstoring",2014-09-23 11:37:00,"2","13"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Amsterdam C.-Leiden C.","defecte trein",2014-09-23 11:11:00,"0","38"
"Leiden Centraal","Schiphol Airport","Treinstoring Amsterdam C.-Leiden C.","defecte trein",2014-09-23 11:11:00,"0","38"
"Groningen","Roodeschool","Treinstoring Roodeschool-Groningen","seinstoring",2014-09-23 10:58:00,"1","32"
"Arnhem","Utrecht Centraal","Treinstoring Utrecht C.-Arnhem/Rhenen","stroomstoring",2014-09-23 10:55:00,"0","5"
"Rhenen","Utrecht Centraal","Treinstoring Utrecht C.-Arnhem/Rhenen","stroomstoring",2014-09-23 10:55:00,"0","5"
"Amsterdam Centraal","Haarlem","Treinstoring Haarlem-Amsterdam C.","inzet van hulpdiensten",2014-09-23 10:40:00,"0","55"
"Groningen","Bad Nieuweschans","Treinstoring Leer (Ostfr.)-Groningen","seinstoring",2014-09-23 10:19:00,"1","26"
"Groningen","Leer (Ostfriesland)","Treinstoring Leer (Ostfr.)-Groningen","seinstoring",2014-09-23 10:19:00,"1","26"
"Amersfoort","Schiphol Airport","Treinstoring Hilversum-Hoofddorp/Leiden C.","eerdere verstoring",2014-09-23 08:28:00,"2","22"
"Leiden Centraal","Schiphol Airport","Treinstoring Hilversum-Hoofddorp/Leiden C.","eerdere verstoring",2014-09-23 08:28:00,"2","22"
"Nijmegen","Venlo","Treinstoring Venlo-Nijmegen","seinstoring",2014-09-23 06:29:00,"3","52"
"Groningen","Leer (Ostfriesland)","Treinstoring Leer (Ostfr.)-Groningen","geplande werkzaamheden",2014-09-23 05:59:00,"20","32"
"Amersfoort","Schiphol Airport","Treinstoring Schiphol-Almere C./Hilversum/Sloterdijk/Utrecht C.","defecte trein",2014-09-23 05:16:00,"2","7"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Schiphol-Almere C./Hilversum/Sloterdijk/Utrecht C.","defecte trein",2014-09-23 05:16:00,"2","7"
"Lelystad Centrum","Schiphol Airport","Treinstoring Schiphol-Almere C./Hilversum/Sloterdijk/Utrecht C.","defecte trein",2014-09-23 05:16:00,"2","7"
"Schiphol Airport","Utrecht Centraal","Treinstoring Schiphol-Almere C./Hilversum/Sloterdijk/Utrecht C.","defecte trein",2014-09-23 05:16:00,"2","7"
"Schiphol Airport","Zaandam","Treinstoring Schiphol-Almere C./Hilversum/Sloterdijk/Utrecht C.","defecte trein",2014-09-23 05:16:00,"2","7"
"Eindhoven","Roermond","Treinstoring Roermond-Eindhoven","overwegstoring",2014-09-22 18:24:00,"1","36"
NA,NA,"Treinstoring Spoedwerkzaamheden Schiphol-A'dam Zuid/Sloterdijk van 19.00 tot 22.00 uur.  (Herstelwerkzaamheden na eerdere verstoring.)",NA,2014-09-22 16:57:00,"2","8"
"Enkhuizen","Hoorn","Treinstoring Hoofddorp-Enkhuizen","defecte trein",2014-09-22 09:52:00,"16","19"
"Leiden Centraal","Schiphol Airport","Treinstoring Hoofddorp-Enkhuizen","defecte trein",2014-09-22 09:52:00,"16","19"
"Schiphol Airport","Zaandam","Treinstoring Hoofddorp-Enkhuizen","defecte trein",2014-09-22 09:52:00,"16","19"
"Deventer","Zutphen","Treinstoring Deventer-Zutphen","seinstoring",2014-09-22 09:23:00,"1","51"
"Emmen","Zwolle","Treinstoring Zwolle-Emmen","defecte trein",2014-09-22 07:25:00,"0","57"
"Breda","Tilburg","Treinstoring Breda-Tilburg","aanrijding met een persoon",2014-09-22 00:14:00,"2","37"
"'s-Hertogenbosch","Eindhoven","Treinstoring Eindhoven-'s-Hertogenbosch/Tilburg","wisselstoring",2014-09-21 20:30:00,"1","37"
"Eindhoven","Tilburg","Treinstoring Eindhoven-'s-Hertogenbosch/Tilburg","wisselstoring",2014-09-21 20:30:00,"1","37"
"Hengelo","Zutphen","Treinstoring Hengelo-Zutphen","seinstoring",2014-09-21 18:58:00,"1","4"
"Amersfoort","Utrecht Centraal","Treinstoring Utrecht C.-Amersfoort/Baarn","herstelwerkzaamheden",2014-09-21 17:28:00,"6","7"
"Baarn","Utrecht Centraal","Treinstoring Utrecht C.-Amersfoort/Baarn","herstelwerkzaamheden",2014-09-21 17:28:00,"6","7"
NA,NA,"Treinstoring Dringende herstelwerkzaamheden Utrecht - Den Dolder ","Dringende herstelwerkzaamheden",2014-09-21 17:04:00,"0","30"
"'s-Hertogenbosch","Eindhoven","Treinstoring Eindhoven-'s-Hertogenbosch/Tilburg","wisselstoring",2014-09-21 15:57:00,"0","12"
"Eindhoven","Tilburg","Treinstoring Eindhoven-'s-Hertogenbosch/Tilburg","wisselstoring",2014-09-21 15:57:00,"0","12"
"Heerlen","Sittard","Treinstoring Sittard-Heerlen","dier op het spoor",2014-09-21 15:32:00,"1","14"
"Liège-Guillemins","Maastricht","Treinstoring Liège-Guillemins-Maastricht","eerdere verstoring",2014-09-21 15:09:00,"0","8"
"Leiden Centraal","Utrecht Centraal","Treinstoring Leiden C.-Alphen a/d Rijn","defecte spoorbrug",2014-09-21 14:31:00,"1","1"
"Maastricht","Sittard","Treinstoring Sittard-Maastricht  (sein- en wisselstoring)",NA,2014-09-21 13:31:00,"0","10"
"Almere Oostvaarders","Utrecht Centraal","Treinstoring Utrecht C.-Hilversum","aanrijding met een persoon",2014-09-21 12:36:00,"3","28"
"Hilversum","Utrecht Centraal","Treinstoring Utrecht C.-Hilversum","aanrijding met een persoon",2014-09-21 12:36:00,"3","28"
"Rotterdam Centraal","Utrecht Centraal","Treinstoring Rotterdam C.-Gouda","defecte trein",2014-09-21 11:18:00,"0","19"
"Liège-Guillemins","Maastricht","Treinstoring Maastricht-Liège-Guillemins/Maastricht Randw  (sein- en wisselstoring)",NA,2014-09-21 11:05:00,"2","36"
"Maastricht","Maastricht Randwyck","Treinstoring Maastricht-Liège-Guillemins/Maastricht Randw  (sein- en wisselstoring)",NA,2014-09-21 11:05:00,"2","36"
"Rotterdam Centraal","Utrecht Centraal","Treinstoring Gouda-Rotterdam C.","herstelwerkzaamheden",2014-09-21 09:44:00,"0","37"
"'s-Hertogenbosch","Utrecht Centraal","Treinstoring 's-Hertogenbosch-Utrecht C.","aanrijding met een persoon",2014-09-21 00:08:00,"4","9"
"Arnhem","Frankfurt (M) Hbf","Treinstoring Arnhem-Duisburg Hbf","boom op het spoor",2014-09-20 18:36:00,"2","27"
"Almelo","Zwolle","Treinstoring Almelo-Zwolle","seinstoring",2014-09-20 17:20:00,"1","47"
"Arnhem","Zutphen","Treinstoring Zutphen-Arnhem","seinstoring",2014-09-20 15:50:00,"4","43"
"Apeldoorn","Zutphen","Treinstoring Zutphen-Apeldoorn  (sein- en wisselstoring)",NA,2014-09-20 15:09:00,"2","38"
"Almere Oostvaarders","Utrecht Centraal","Treinstoring Hilversum-Utrecht C.","persoon op het spoor",2014-09-19 22:21:00,"0","8"
"Hilversum","Utrecht Centraal","Treinstoring Hilversum-Utrecht C.","persoon op het spoor",2014-09-19 22:21:00,"0","8"
"Den Haag Centraal","Utrecht Centraal","Treinstoring Gouda-Den Haag C.","wisselstoring",2014-09-19 10:47:00,"1","22"
"'s-Hertogenbosch","Utrecht Centraal","Treinstoring Utrecht C.-'s-Hertogenbosch/Tiel","wisselstoring",2014-09-19 09:36:00,"1","33"
"Tiel","Utrecht Centraal","Treinstoring Utrecht C.-'s-Hertogenbosch/Tiel","wisselstoring",2014-09-19 09:36:00,"1","33"
"Alkmaar","Den Helder","Treinstoring Alkmaar-Den Helder/Heerhugowaard/Hoorn","eerdere verstoring",2014-09-18 23:22:00,"5","58"
"Alkmaar","Hoorn","Treinstoring Alkmaar-Den Helder/Heerhugowaard/Hoorn","eerdere verstoring",2014-09-18 23:22:00,"5","58"
"Arnhem","Winterswijk","Treinstoring Arnhem-Winterswijk","defecte trein",2014-09-18 14:29:00,"0","50"
"HSLBreda","Rotterdam Centraal","Treinstoring Breda-Rotterdam C.","eerdere verstoring",2014-09-18 13:41:00,"0","45"
"HSLBreda","Rotterdam Centraal","Treinstoring Rotterdam C.-Breda","defect aan het spoor",2014-09-18 12:12:00,"1","15"
"'s-Hertogenbosch","Eindhoven","Treinstoring Eindhoven-'s-Hertogenbosch/Tilburg","wisselstoring",2014-09-18 11:31:00,"0","53"
"Eindhoven","Tilburg","Treinstoring Eindhoven-'s-Hertogenbosch/Tilburg","wisselstoring",2014-09-18 11:31:00,"0","53"
"Amsterdam Centraal","Haarlem","Treinstoring Amsterdam C.-Haarlem","persoon op het spoor",2014-09-18 10:44:00,"0","11"
"Heerlen","Maastricht","Treinstoring Maastricht-Heerlen","aanrijding met een persoon",2014-09-18 07:01:00,"2","50"
"Heerlen","Kerkrade Centrum","Treinstoring Heerlen-Aachen Hbf/Kerkrade C.","aanrijding",2014-09-17 21:52:00,"3","42"
"Heerlen","Stolberg Altstadt","Treinstoring Heerlen-Aachen Hbf/Kerkrade C.","aanrijding",2014-09-17 21:52:00,"3","42"
"Arnhem","Utrecht Centraal","Treinstoring Arnhem-Ede-Wageningen","wisselstoring",2014-09-17 21:39:00,"3","9"
"Groningen","Bad Nieuweschans","Treinstoring Leer (Ostfr.)-Groningen","seinstoring",2014-09-17 20:47:00,"0","52"
"Groningen","Leer (Ostfriesland)","Treinstoring Leer (Ostfr.)-Groningen","seinstoring",2014-09-17 20:47:00,"0","52"
"Arnhem","Utrecht Centraal","Treinstoring Arnhem-Ede-Wageningen","wisselstoring",2014-09-17 19:55:00,"0","13"
"Apeldoorn","Zutphen","Treinstoring Zutphen-Apeldoorn","wisselstoring",2014-09-17 18:07:00,"1","22"
"Breda","Dordrecht","Treinstoring Dordrecht-Breda/Roosendaal","herstelwerkzaamheden",2014-09-17 13:36:00,"0","31"
"Dordrecht","Roosendaal","Treinstoring Dordrecht-Breda/Roosendaal","herstelwerkzaamheden",2014-09-17 13:36:00,"0","31"
"Hengelo","Zutphen","Treinstoring Hengelo-Zutphen","seinstoring",2014-09-17 12:49:00,"1","2"
"Den Haag Centraal","Utrecht Centraal","Treinstoring Gouda-Rotterdam C., Utrecht C.-Den Haag C.","seinstoring",2014-09-17 12:29:00,"0","4"
"Rotterdam Centraal","Utrecht Centraal","Treinstoring Gouda-Rotterdam C., Utrecht C.-Den Haag C.","seinstoring",2014-09-17 12:29:00,"0","4"
NA,NA,"Treinstoring Dordrecht-Breda/Roosendaal","Herstelwerkzaamheden",2014-09-17 12:27:00,"1","9"
"Amersfoort","Schiphol Airport","Treinstoring Schiphol-Almere C./Hilversum/Utrecht C.","seinstoring",2014-09-17 11:46:00,"0","11"
"Lelystad Centrum","Schiphol Airport","Treinstoring Schiphol-Almere C./Hilversum/Utrecht C.","seinstoring",2014-09-17 11:46:00,"0","11"
"Schiphol Airport","Utrecht Centraal","Treinstoring Schiphol-Almere C./Hilversum/Utrecht C.","seinstoring",2014-09-17 11:46:00,"0","11"
"Hoek van Holland Strand","Rotterdam Centraal","Treinstoring Hoek v H. Strand-Rotterdam C.","beperkingen op last van de politie",2014-09-17 05:11:00,"4","28"
"Arnhem","Utrecht Centraal","Treinstoring Arnhem-Utrecht C.","defecte trein",2014-09-16 22:01:00,"1","24"
"Arnhem","Utrecht Centraal","Treinstoring Arnhem-Ede-Wageningen","herstelwerkzaamheden",2014-09-16 20:28:00,"1","2"
NA,NA,"Treinstoring Van 20.30-21.30 uur minder treinen Ede Wageningen-Arnhem  (Door herstelwerkzaamheden.)",NA,2014-09-16 19:35:00,"0","55"
"Harlingen Haven","Leeuwarden","Treinstoring Leeuwarden-Harlingen Haven","seinstoring",2014-09-16 19:03:00,"2","49"
"Hoek van Holland Strand","Rotterdam Centraal","Treinstoring Hoek v H. Strand-Rotterdam C.","beperkingen in de materieelinzet",2014-09-16 15:08:00,"3","54"
"HSLBreda","Rotterdam Centraal","Treinstoring Amsterdam C.-Breda","defecte trein",2014-09-16 11:41:00,"2","4"
"HSLRotterdam Centraal","Schiphol Airport","Treinstoring Amsterdam C.-Breda","defecte trein",2014-09-16 11:41:00,"2","4"
"Amsterdam Centraal","Schiphol Airport","Treinstoring Amsterdam C.-Breda","defecte trein",2014-09-16 11:41:00,"2","4"
"Arnhem","Winterswijk","Treinstoring Arnhem-Winterswijk","wisselstoring",2014-09-16 11:33:00,"1","25"
NA,NA,"Treinstoring Seinstoring Dordrecht-Lage Zwaluwe  (Seinstoring Dordrecht-Lage Zwaluwe)",NA,2014-09-16 10:17:00,"6","51"
"Eindhoven","Roermond","Treinstoring Roermond","beperkingen op last van de brandweer",2014-09-16 08:53:00,"1","59"
"Roermond","Sittard","Treinstoring Roermond","beperkingen op last van de brandweer",2014-09-16 08:53:00,"1","59"
"Roermond","Venlo","Treinstoring Roermond","beperkingen op last van de brandweer",2014-09-16 08:53:00,"1","59"
"Breda","Dordrecht","Treinstoring Dordrecht-Breda/Roosendaal","eerdere verstoring",2014-09-16 07:58:00,"14","6"
"Dordrecht","Roosendaal","Treinstoring Dordrecht-Breda/Roosendaal","eerdere verstoring",2014-09-16 07:58:00,"14","6"
"Winterswijk","Zutphen","Treinstoring Zutphen-Winterswijk  (sein- en wisselstoring)",NA,2014-09-16 07:53:00,"2","26"
"Enschede","Hengelo","Treinstoring Hengelo-Enschede","wisselstoring",2014-09-16 07:41:00,"2","4"
"Eindhoven","Venlo","Treinstoring Venlo","defecte trein",2014-09-16 07:20:00,"2","41"
"Hamm (Westf.)","Venlo","Treinstoring Venlo","defecte trein",2014-09-16 07:20:00,"2","41"
"Nijmegen","Venlo","Treinstoring Venlo","defecte trein",2014-09-16 07:20:00,"2","41"
"Roermond","Venlo","Treinstoring Venlo","defecte trein",2014-09-16 07:20:00,"2","41"
"Amsterdam Centraal","Utrecht Centraal","Treinstoring Amsterdam C.-Utrecht C.","seinstoring",2014-09-15 20:26:00,"1","9"
"Dordrecht","Rotterdam Centraal","Treinstoring Rotterdam C.-Antwerpen-C./Breda/Dordrecht","herstelwerkzaamheden",2014-09-15 19:35:00,"0","36"
"Den Haag Centraal","Utrecht Centraal","Treinstoring Den Haag C.-Utrecht C.","defect spoor",2014-09-15 19:24:00,"1","21"
NA,NA,"Treinstoring Let op: van 19:15-20:30 uur. Veel minder treinen tussen Den Haag en Utrecht","Defect aan het spoor",2014-09-15 19:10:00,"0","14"
NA,NA,"Treinstoring let op: 19:15-20:30 uur. Herstelwerkzaamheden Rotterdam-Dordrecht","Herstelwerkzaamheden",2014-09-15 18:39:00,"0","58"
"Amersfoort","Utrecht Centraal","Treinstoring Utrecht C.-Amersfoort","inzet van hulpdiensten",2014-09-15 18:08:00,"0","32"
"Breda","Dordrecht","Treinstoring Dordrecht-Breda/Roosendaal","seinstoring",2014-09-15 17:20:00,"8","0"
"Dordrecht","Roosendaal","Treinstoring Dordrecht-Breda/Roosendaal","seinstoring",2014-09-15 17:20:00,"8","0"
"Maastricht","Sittard","Treinstoring Maastricht-Sittard","seinstoring",2014-09-15 15:47:00,"1","3"
"HSLBreda","Rotterdam Centraal","Treinstoring Breda-Rotterdam C.","seinstoring",2014-09-15 15:03:00,"0","26"
"Den Haag Centraal","Den Haag HS","Treinstoring Rotterdam C.-Den Haag C./Dordrecht","seinstoring",2014-09-15 14:31:00,"2","9"
"Den Haag HS","Rotterdam Centraal","Treinstoring Rotterdam C.-Den Haag C./Dordrecht","seinstoring",2014-09-15 14:31:00,"2","9"
"Dordrecht","Rotterdam Centraal","Treinstoring Rotterdam C.-Den Haag C./Dordrecht","seinstoring",2014-09-15 14:31:00,"2","9"
"Leiden Centraal","Schiphol Airport","Treinstoring Leiden C.-Schiphol","defecte trein",2014-09-15 13:40:00,"0","6"
"Dordrecht","Rotterdam Centraal","Treinstoring Dordrecht-Rotterdam C.","seinstoring",2014-09-15 09:42:00,"3","24"
"Arnhem","Utrecht Centraal","Treinstoring Arnhem-Utrecht C.","beperkingen op last van de politie",2014-09-14 21:55:00,"0","50"
