X,Y,STATIONABB,NAME,Province,Randst_rl,IC_2015
6.795540245642907,53.15890477868151,Spm,Sappemeer Oost,Groningen,0.000000,0
4.517166137456905,52.21522664015685,Ssh,Sassenheim,Zuid-Holland,0.000000,0
6.540306171005173,53.291597600937266,Swd,Sauwerd,Groningen,0.000000,0
4.805127840463531,52.785266918169015,Sgn,Schagen,Noord-Holland,0.000000,1
6.978008335403392,53.165343571904593,Sda,Scheemda,Groningen,0.000000,0
4.408700907576439,51.921891314368139,Sdm,Schiedam Centrum,Zuid-Holland,0.000000,1
4.383957424497232,51.922948981371434,Nwl,Schiedam Nieuwland,Zuid-Holland,0.000000,0
5.872144318754954,50.856617660086883,Sog,Schin op Geul,Limburg,0.000000,0
5.874542488824416,50.939006680421365,Sn,Schinnen,Limburg,0.000000,0
4.761884220204085,52.309666622723974,Shl,Schiphol,Noord-Holland,0.000000,1
5.293997724463009,51.690551504358176,Ht,'s-Hertogenbosch,Noord-Brabant,0.000000,1
5.319152713831326,51.70050371849738,Hto,'s-Hertogenbosch Oost,Noord-Brabant,0.000000,0
5.85896244892511,51.001671857725547,Std,Sittard,Limburg,0.000000,1
4.778091377735668,51.82956306829908,Sdt,Sliedrecht,Zuid-Holland,0.000000,0
4.743220555915876,51.829516978129448,Sdtb,Sliedrecht Baanhoek,Zuid-Holland,0.000000,0
5.65188886062827,53.032607947295432,Sk,Sneek,Friesland,0.000000,0
5.662821042786828,53.040111406970389,Sknd,Sneek Noord,Friesland,0.000000,0
