X,Y,STATIONABB,NAME,Province,Randst_rl,IC_2015
5.310156023165867,52.172727859852735,St,Soest,Utrecht,0.000000,0
5.302847264102561,52.165221581223321,Stz,Soest Zuid,Utrecht,0.000000,0
5.299957271908392,52.183847332755263,Sd,Soestdijk,Utrecht,0.000000,0
5.849558011867809,50.943399953892978,Sbk,Spaubeek,Limburg,0.000000,0
5.359950587733145,52.886659139851794,Stv,Stavoren,Friesland,0.000000,0
6.687471231198335,53.326346494908989,Stm,Stedum,Groningen,0.000000,0
6.116475046584418,52.79125134248968,Swk,Steenwijk,Overijssel,0.000000,1
5.862954238894612,51.06078809363845,Srn,Susteren,Limburg,0.000000,0
6.031507795217248,51.235414048665405,Sm,Swalmen,Limburg,0.000000,0
5.893040040274749,52.409127442059599,Hde,t Harde,Gelderland,0.000000,0
6.143160098280155,51.339143198252785,Tg,Tegelen,Limburg,0.000000,0
6.364340223920906,51.922654330197574,Tbg,Terborg,Gelderland,0.000000,0
5.423101800379628,51.889769347170898,Tl,Tiel,Gelderland,0.000000,0
5.391757268260252,51.87364303468464,Tpsw,Tiel Passewaaij,Gelderland,0.000000,0
5.083307362543614,51.560537872067556,Tb,Tilburg,Noord-Brabant,0.000000,1
4.993608941295409,51.57359314423104,Tbr,Tilburg Reeshof,Noord-Brabant,0.000000,0
5.051561436427529,51.564922711355059,Tbu,Tilburg Universiteit,Noord-Brabant,0.000000,0
6.100737587977711,52.238280665455072,Twl,Twello,Gelderland,0.000000,0
4.702777808575565,52.521581780198439,Utg,Uitgeest,Noord-Holland,0.000000,1
6.674833683886431,53.409608616645578,Uhz,Uithuizen,Groningen,0.000000,0
6.720293371683774,53.413899312362638,Uhm,Uithuizermeeden,Groningen,0.000000,0
6.609438655495331,53.400949782889377,Ust,Usquert,Groningen,0.000000,0
5.110171205901062,52.089548389042356,Ut,Utrecht Centraal,Utrecht,0.000000,1
5.065259217894396,52.099040735534082,Utlr,Utrecht Leidsche Rijn,Utrecht,0.000000,0
5.143192999616931,52.066262805208389,Utl,Utrecht Lunetten,Utrecht,0.000000,0
5.131344084363174,52.087650355323603,Utm,Utrecht Maliebaan,Utrecht,0.000000,0
5.125507096850426,52.110122978379927,Uto,Utrecht Overvecht,Utrecht,0.000000,0
5.043638778008918,52.100359737453765,Utt,Utrecht Terwijde,Utrecht,0.000000,0
5.08928338743832,52.103185809404948,Utzl,Utrecht Zuilen,Utrecht,0.000000,0
5.832803881271866,50.869246382383686,Vk,Valkenburg,Limburg,0.000000,0
6.458474245611182,51.937262895998828,Vsv,Varsseveld,Gelderland,0.000000,0
6.886249053233345,53.104930285905539,Vdm,Veendam,Groningen,0.000000,0
5.54913295181127,52.019614946474192,Vndc,Veenendaal Centrum,Utrecht,0.000000,0
5.531176086796042,52.028146594379344,Vndw,Veenendaal West,Utrecht,0.000000,0
5.575915769600408,52.045406621411729,Klp,Veenendaal-de Klomp,Gelderland,0.000000,1
5.98969843606699,53.235088991478037,Vwd,Veenwouden,Friesland,0.000000,0
5.981024194827976,51.994989023887754,Vp,Velp,Gelderland,0.000000,0
6.170792675581761,51.36478015709536,Vl,Venlo,Limburg,0.000000,1
6.014393964659043,51.526495229167857,Vry,Venray,Limburg,0.000000,0
5.99709400766347,51.591895378412886,Vlb,Vierlingsbeek,Noord-Brabant,0.000000,0
4.344240026837737,51.903125229554377,Vdg,Vlaardingen Centrum,Zuid-Holland,0.000000,0
4.362016838773264,51.910330789566324,Vdo,Vlaardingen Oost,Zuid-Holland,0.000000,0
4.3139659160421,51.904019663342112,Vdw,Vlaardingen West,Zuid-Holland,0.000000,0
5.007643288743564,52.103037670752897,Vtn,Vleuten,Utrecht,0.000000,0
3.595864397348512,51.444664461054444,Vs,Vlissingen,Zeeland,0.000000,1
3.595185566185191,51.464762137399852,Vss,Vlissingen Souburg,Zeeland,0.000000,1
5.92942941937555,50.886824117632301,Vdl,Voerendaal,Limburg,0.000000,0
4.359592839912955,52.066605758846023,Vb,Voorburg,Zuid-Holland,0.000000,1
4.365351747837522,52.082372855963619,Vbl,Voorburg 't Loo,Zuid-Holland,1.000000,0
4.483989470267968,52.225346981298621,Vh,Voorhout,Zuid-Holland,0.000000,0
4.43380406265385,52.126164118089214,Vst,Voorschoten,Zuid-Holland,0.000000,0
6.143879941329497,52.157488786774337,Vem,Voorst-Empe,Gelderland,0.000000,0
6.317302805013747,52.107406309910616,Vd,Vorden,Gelderland,0.000000,0
6.600408881029684,52.401990907366667,Vz,Vriezenveen,Overijssel,0.000000,0
6.569572118071911,52.457291395333399,Vhp,Vroomshoop,Overijssel,0.000000,0
5.291862994311786,51.655598103394084,Vg,Vught,Noord-Brabant,0.000000,0
4.64994258142772,52.044116828814118,Wad,Waddinxveen,Zuid-Holland,0.000000,0
4.648410691196013,52.05520011143485,Wadn,Waddinxveen Noord,Zuid-Holland,0.000000,0
6.566737165104889,53.390154974322371,Wfm,Warffum,Groningen,0.000000,0
5.703674611196346,51.248824117845501,Wt,Weert,Limburg,0.000000,1
5.044063531049383,52.312231165782372,Wp,Weesp,Noord-Holland,0.000000,0
6.213742960042515,51.957147020796967,Wl,Wehl,Gelderland,0.000000,0
5.969197509193251,51.962959567526312,Wtv,Westervoort,Gelderland,0.000000,0
6.003131600614561,52.4543722686401,Wz,Wezep,Gelderland,0.000000,0
6.592170709922505,52.361414685785547,Wdn,Wierden,Overijssel,0.000000,0
5.729734469036377,51.811283216288381,Wc,Wijchen,Gelderland,0.000000,0
6.141119726704244,52.390994961248801,Wh,Wijhe,Overijssel,0.000000,1
4.462330042548649,51.960828575746525,Rtwp,Wilgenplas,Zuid-Holland,1.000000,0
7.035799415675252,53.139224679222629,Ws,Winschoten,Groningen,0.000000,0
6.520392872817804,53.330155478353092,Wsm,Winsum,Groningen,0.000000,0
6.715302815143491,51.967816924221758,Ww,Winterswijk,Gelderland,0.000000,0
6.70371967148962,51.974688836320354,Www,Winterswijk West,Gelderland,0.000000,0
4.892845906858935,52.084789234305653,Wd,Woerden,Utrecht,0.000000,0
5.792227678031856,52.00561451884473,Wf,Wolfheze,Gelderland,0.000000,0
6.004658069863801,52.880189463237095,Wv,Wolvega,Friesland,0.000000,1
5.456564764921326,52.97203564613109,Wk,Workum,Friesland,0.000000,0
4.792955522937998,52.489087757369688,Wm,Wormerveer,Noord-Holland,0.000000,0
4.813536066161549,52.438208793324868,Zd,Zaandam,Noord-Holland,0.000000,1
4.818992856109985,52.45672477262714,Zdk,Zaandam Kogerveld,Noord-Holland,0.000000,0
5.263293608182851,51.807829001538252,Zbm,Zaltbommel,Gelderland,0.000000,0
4.531344679200703,52.37570274657196,Zvt,Zandvoort aan Zee,Noord-Holland,0.000000,0
5.723354074924697,51.919620900358808,Za,Zetten-Andelst,Gelderland,0.000000,0
6.07194092446301,51.922811409521195,Zv,Zevenaar,Gelderland,0.000000,0
4.610062222233684,51.641272132456479,Zvb,Zevenbergen,Noord-Brabant,0.000000,0
4.477071146663568,52.047656310268039,Ztm,Zoetermeer,Zuid-Holland,0.000000,0
4.478641720962679,52.066803029468801,Ztmb,Zoetermeer Buytenwegh,Zuid-Holland,1.000000,0
4.483510996972924,52.060675928254788,Zcw,Zoetermeer Centrum West,Zuid-Holland,1.000000,0
4.487018593106053,52.050839293353974,Dtwa,Zoetermeer Delfstewallen,Zuid-Holland,1.000000,0
4.492100264055905,52.054442317642938,Ztmd,Zoetermeer Dorp,Zuid-Holland,1.000000,0
4.509603694384941,52.069073377106612,Ztml,Zoetermeer Leidsewallen,Zuid-Holland,1.000000,0
4.469955624010621,52.055423822167477,Ztmm,Zoetermeer Meerzicht,Zuid-Holland,1.000000,0
4.491937042784368,52.046535331751912,Ztmo,Zoetermeer Oost,Zuid-Holland,0.000000,0
4.506409649076351,52.059750197270198,Ztmp,Zoetermeer Palenstein,Zuid-Holland,1.000000,0
4.515302305569387,52.063063548879605,Ztms,Zoetermeer Seghwaert,Zuid-Holland,1.000000,0
4.506409649076351,52.059750197270198,Zsh,Zoetermeer Stadhuis,Zuid-Holland,1.000000,0
4.471268650725961,52.06292105453997,Ztmv,Zoetermeer Voorweg,Zuid-Holland,1.000000,0
6.866311034097135,53.159211118267663,Zb,Zuidbroek,Groningen,0.000000,0
6.406855512407638,53.248017696253463,Zh,Zuidhorn,Groningen,0.000000,0
6.194469665015328,52.144770215416095,Zp,Zutphen,Gelderland,0.000000,1
6.035453162229378,53.248348920938504,Zww,Zwaagwesteinde,Friesland,0.000000,0
4.642480940371528,51.814573507566173,Zwd,Zwijndrecht,Zuid-Holland,0.000000,0
6.089847664523756,52.504932606105385,Zl,Zwolle,Overijssel,0.000000,1
5.72152657270798,52.534196351866576,Dron,Dronten,Flevoland,0.000000,0
